2.53619654087457e-28,2.205426902904041e-15,1808.064513618716,3.531369561168917e-06,0.0001072654579811398
2.143164576987809e-24,1.052605821596143e-17,1078.182292839508,3.467208532747139e-06,7.751391104169501e-05
9.761936579161225e-29,7.74124983837638e-15,2911.915751383907,3.315216985163951e-06,0.0001916487368254613
4.767225448678008e-27,1.298921762556836e-19,1300.698113129076,4.181988389782057e-06,5.441569007221525e-05
3.439239869947812e-27,9.144822151122088e-16,3789.926120223124,9.772679888638485e-07,0.0001774357042626231
3.546939652023085e-28,8.394493532320264e-15,1138.723852928976,1.097205585395991e-07,5.92538370836847e-05
1.378050660074803e-23,1.299729297701993e-17,2580.058898441959,3.247076935518596e-06,0.0001825516394270611
1.895187563091038e-18,1.532394227863075e-17,2695.750593235328,3.997229339610886e-06,2.239878070838308e-05
2.568356354438792e-22,1.177374584943537e-14,1080.901667126379,1.606121999668705e-06,0.0001571272536134249
2.117705466586053e-20,2.503549685343116e-16,1998.921306840004,3.587779260824434e-06,0.0001270464217396845
4.185934787687776e-25,3.350564317229461e-16,3290.870237709705,1.316029818094791e-06,2.255782452389106e-05
1.370170413288427e-22,5.232997477407682e-15,3511.918864767443,4.136667220601131e-06,5.672943149920581e-05
7.556429452574355e-27,3.972132324345185e-22,3661.384531638676,4.163623499926263e-06,9.590689137998527e-05
3.081436895728247e-16,8.549418220549155e-14,2652.94906019579,1.41456273920299e-06,8.593087746531135e-05
2.212462145868231e-22,6.162888791229307e-20,3629.991209924167,1.158542678247732e-06,1.211498704467887e-05
3.383165545528963e-27,3.685183209709052e-14,2915.583566243733,6.085104273575181e-08,8.929710625871394e-05
2.870342272977439e-29,9.040061192761536e-16,317.0144691207402,1.130415729080128e-06,8.263128385945848e-05
1.035575509770658e-24,1.842180653370798e-15,3979.726636848961,4.293945284135856e-06,8.243614053674547e-05
1.132560829883957e-20,1.7274247080838e-18,880.3637209279619,2.957075695902634e-06,8.795194423919241e-05
1.936061149018788e-16,3.15389855369269e-15,1750.439812120217,4.372121713039108e-06,0.0001189547823102655
1.160849444253229e-21,1.96915833745187e-17,753.6368229961581,2.857810252267592e-06,0.000102157483603559
3.095282223395953e-21,3.627884534829709e-19,1512.442063193228,1.760941852382619e-06,0.0001575495224050195
7.214801282195424e-26,1.086737557994635e-25,1428.015950681606,1.988037757346537e-06,0.0001594611658620767
7.462685864811851e-23,7.176554103818007e-17,626.5450667009204,3.701523835983519e-06,4.118004969290217e-05
3.292678520533548e-28,4.252652694721651e-20,1174.584241351749,6.979629505630059e-07,0.0001055928853016181
3.529731169411591e-28,1.198520435174519e-26,2371.893023497823,2.616478779537775e-06,0.000161497822989134
2.753200302196401e-28,1.479509066613738e-15,1952.942957357651,2.183655644763415e-07,1.265861985177643e-05
1.550355119804231e-18,9.663753258778458e-17,2108.016070484294,3.107178407293432e-06,0.0001822669388800989
1.61527210255348e-24,4.790052079714733e-16,3148.580054790959,1.003130980296746e-06,9.009795234343262e-05
1.414613404021353e-28,1.686741744809656e-17,2641.760965924059,6.100638871512789e-07,0.000131962347716377
2.004369313635588e-23,1.722677956962519e-14,3314.732540571537,3.424987817841551e-06,0.000115168860629802
1.022486431388375e-22,1.300678668578398e-18,971.4487066996677,1.423561346150321e-06,0.0001508593445110535
1.471171080110845e-26,2.034029842135923e-19,862.1322560954031,4.841911766081952e-06,0.0001063626989733572
1.580203790055675e-15,3.912369679053099e-15,1272.773297480046,3.786972075253087e-06,3.316976947218278e-05
1.628400954124591e-16,6.161258993372343e-16,3439.416263923282,3.724263561486385e-06,0.0001294384388583718
1.344811866710576e-14,1.931405148261153e-14,1264.537319787072,4.51321185037014e-06,0.0001808319918240846
1.126221961403298e-26,2.084465548674905e-18,3074.16441897614,4.395862748769858e-06,9.190195554479844e-05
3.288130906048448e-29,1.710303297774566e-15,3385.744865820466,2.868376490869294e-06,7.798040374552467e-05
7.82210524772977e-29,2.562086354285518e-15,1396.640573298868,4.463845195359638e-06,0.0001489419980817718
7.355640395763798e-23,2.283757530185183e-14,3717.041841051046,2.817230360443917e-06,0.000108507747900505
1.253380634197647e-25,1.991234875785782e-14,2128.62283124453,4.274004379076963e-06,0.0001408825100973578
6.790295711563545e-28,2.919527409030857e-17,2831.065218431023,1.430407761930279e-06,2.953845231338346e-05
4.438504551172006e-19,1.197945169001104e-16,3233.885815031363,2.390406208037369e-06,4.197565546756449e-05
8.18366288233053e-29,6.105250393154515e-28,3933.054045549818,1.487506789570922e-06,1.899824198085355e-05
2.608888656835611e-15,2.613846853864096e-15,3136.824681297218,2.645979181372027e-06,0.0001983154656245059
1.648972217944361e-29,1.224740671142222e-25,2909.161589167421,4.699853330192795e-06,3.523692215114371e-05
1.132630389965434e-22,1.49305585906574e-14,3428.223955715573,3.287440425042096e-06,1.107843852838115e-05
7.945454440886658e-17,7.621788082192236e-15,2464.394755198582,2.339488323792481e-06,1.46278699684708e-05
2.330559490443389e-18,3.018706761967794e-18,1450.463524589134,2.164112146282514e-06,9.363673717084291e-05
8.941111750294341e-15,6.780490796185596e-14,982.7525581845276,2.607006552012848e-06,7.103022703484255e-05
5.47655563702113e-24,7.812767877725408e-19,3778.223909458451,2.821480831326868e-06,0.0001074556005058729
5.327768928578586e-23,3.069278713766559e-18,880.6835294944028,2.18390586954289e-06,0.0001426185049717545
8.158403107954971e-29,4.232696300983652e-23,3262.939728747429,6.292252417241848e-07,3.64753419842638e-05
1.830017180381922e-28,1.052782355960215e-19,2367.00177688005,3.492246470765885e-07,9.841841495426501e-05
1.770542584407754e-26,1.0124729098892e-16,286.4065436395473,4.924558547436942e-06,0.0001255817488861358
2.937020380751432e-17,4.190014141118334e-16,1680.720377239695,5.64742756079472e-07,0.0001226983167879164
2.703360522921573e-25,6.538892094157264e-16,301.6202904495926,4.204465955152598e-06,0.0001818430284581237
1.135082989937318e-18,8.087507154923601e-16,940.5652943949103,1.584107215705979e-06,0.0001042869147458005
5.012857624289956e-19,5.27315719360162e-19,1552.815253765337,1.23581405337625e-07,0.0001273135075232871
2.26139528873274e-23,2.187151526790094e-22,627.2021531682518,2.934514798458191e-06,0.0001473514044471012
1.612876613843819e-28,2.078398067457324e-28,745.2345740586977,3.247702941865378e-06,0.000135983521540149
2.792839984843632e-24,2.576249218818502e-18,1029.454364957399,4.498679698037054e-06,8.369499214197283e-05
6.759724957029667e-20,2.800055241734471e-19,2037.064068698692,4.350353837416419e-06,0.000151152845487744
